DepartureYear,DepartureMonth,DepartureDay,DepartureAirport,ArrivalAirport,ActualFlightTime,ActualTotalFuel,FlownPassengers,FlightBagsWeight,DayOfWeek,FuelPerMinute,AvgBagWeight,IsWeekend,PredictedTOW
2016,11,1,CRL,RAK,197,8500,179.0,1160.0,1,43.14720812182741,8.111888111888112,0,69195.52
2016,11,1,CRL,FEZ,170,7202,170.0,930.0,1,42.36470588235294,7.622950819672131,0,67502.164
2016,11,1,FEZ,CRL,165,6810,183.0,800.0,1,41.27272727272727,12.903225806451612,0,68070.62
2016,11,1,LIS,DUB,134,5932,189.0,920.0,1,44.26865671641791,12.95774647887324,0,67966.41
2016,11,1,BGY,CGN,64,2734,170.0,280.0,1,42.71875,12.727272727272727,0,63366.938
2016,11,1,CGN,BGY,68,3130,183.0,,1,46.029411764705884,,0,64931.504
2016,11,1,SXF,OTP,101,3920,122.0,400.0,1,38.81188118811881,12.903225806451612,0,60360.043
2016,11,1,OTP,SXF,124,5090,162.0,,1,41.04838709677419,,0,65110.082
2016,11,1,PSA,GRO,67,3071,182.0,180.0,1,45.83582089552239,12.857142857142858,0,64722.902
2016,11,1,GRO,PSA,62,3080,180.0,250.0,1,49.67741935483871,13.157894736842104,0,64111.055
2016,11,1,EIN,GRO,97,4120,175.0,204.0,1,42.47422680412371,12.75,0,64959.36
2016,11,1,GRO,EIN,107,4600,177.0,510.0,1,42.99065420560748,13.076923076923077,0,65487.113
2016,11,1,BLQ,SXF,85,3540,172.0,270.0,1,41.64705882352941,12.857142857142858,0,64162.11
2016,11,1,CIA,SXF,114,4780,176.0,250.0,1,41.92982456140351,13.157894736842104,0,66633.945
2016,11,1,SXF,BLQ,80,3270,178.0,330.0,1,40.875,13.2,0,63862.35
2016,11,1,SXF,CIA,98,3880,173.0,360.0,1,39.59183673469388,12.857142857142858,0,64613.047
2016,11,1,SXF,DUB,128,5420,135.0,290.0,1,42.34375,13.181818181818182,0,63789.074
2016,11,1,DUB,MAN,33,1610,186.0,754.0,1,48.78787878787879,13.0,0,64454.44
2016,11,1,DUB,SXF,103,4780,170.0,676.0,1,46.407766990291265,13.0,0,65998.01
2016,11,1,MAN,DUB,38,1641,94.0,100.0,1,43.18421052631579,11.11111111111111,0,57071.883
2016,11,1,EIN,KRK,82,3740,178.0,290.0,1,45.609756097560975,13.181818181818182,0,65440.98
2016,11,1,EIN,TSF,70,2980,178.0,210.0,1,42.57142857142857,13.125,0,64130.473
2016,11,1,KRK,EIN,102,4370,185.0,230.0,1,42.84313725490196,12.777777777777779,0,65706.03
2016,11,1,TSF,EIN,85,3683,180.0,220.0,1,43.32941176470588,12.941176470588236,0,64918.43
2016,11,1,AHO,BGY,73,3140,172.0,195.0,1,43.013698630136986,13.0,0,63314.98
2016,11,1,BGY,BRS,110,4790,175.0,540.0,1,43.54545454545455,13.170731707317072,0,66437.51
2016,11,1,BRS,BGY,97,4172,172.0,,1,43.01030927835052,,0,65329.688
2016,11,1,BGY,AHO,54,2450,163.0,170.0,1,45.370370370370374,13.076923076923077,0,61891.8
2016,11,1,RAK,HHN,196,8376,176.0,1080.0,1,42.734693877551024,13.012048192771084,0,69431.734
2016,11,1,KRK,BLQ,77,3280,164.0,310.0,1,42.5974025974026,12.916666666666666,0,62913.547
2016,11,1,TRF,KRK,94,3691,126.0,290.0,1,39.265957446808514,13.181818181818182,0,60829.77
2016,11,1,KRK,TRF,111,4200,105.0,400.0,1,37.83783783783784,12.903225806451612,0,59352.344
2016,11,1,BLQ,KRK,87,4020,165.0,416.0,1,46.206896551724135,13.0,0,64908.742
2016,11,1,LTN,MJV,135,5800,146.0,180.0,1,42.96296296296296,12.857142857142858,0,64922.977
2016,11,1,MJV,LTN,130,5780,178.0,610.0,1,44.46153846153846,12.97872340425532,0,66750.99
2016,11,1,EDI,DUB,37,1750,174.0,300.0,1,47.2972972972973,13.043478260869565,0,63803.297
2016,11,1,NCL,DUB,47,2190,155.0,320.0,1,46.59574468085106,12.8,0,63519.06
2016,11,1,DUB,BHX,42,1940,167.0,897.0,1,46.19047619047619,13.0,0,63185.156
2016,11,1,BHX,DUB,41,2072,138.0,260.0,1,50.53658536585366,13.0,0,61329.703
2016,11,1,DUB,EDI,41,1910,184.0,611.0,1,46.58536585365854,13.0,0,63805.18
2016,11,1,DUB,NCL,48,2100,174.0,650.0,1,43.75,13.0,0,63839.035
2016,11,1,FAO,CRL,139,6245,181.0,1350.0,1,44.92805755395683,13.235294117647058,0,68334.06
2016,11,1,CRL,FAO,154,6750,177.0,590.0,1,43.83116883116883,6.9411764705882355,0,67753.28
2016,11,1,STN,MAD,130,5754,165.0,270.0,1,44.261538461538464,12.857142857142858,0,66475.13
2016,11,1,MAD,STN,118,5260,178.0,300.0,1,44.57627118644068,13.043478260869565,0,66766.67
2016,11,1,EMA,DUB,42,2040,149.0,360.0,1,48.57142857142857,12.857142857142858,0,62384.46
2016,11,1,EMA,TSF,109,4250,128.0,310.0,1,38.99082568807339,12.916666666666666,0,61683.367
2016,11,1,DUB,EMA,40,1910,176.0,780.0,1,47.75,13.0,0,63229.996
2016,11,1,TSF,EMA,123,5324,177.0,400.0,1,43.28455284552845,12.903225806451612,0,66085.89
2016,11,1,FAO,BRS,131,5682,179.0,1080.0,1,43.37404580152672,13.170731707317072,0,67831.305
2016,11,1,BRS,FAO,147,5810,111.0,650.0,1,39.523809523809526,13.0,0,62124.277
2016,11,1,OTP,STN,192,8080,174.0,740.0,1,42.083333333333336,12.982456140350877,0,69509.19
2016,11,1,STN,OTP,163,6562,162.0,730.0,1,40.25766871165644,13.035714285714286,0,66260.02
2016,11,1,REU,CRL,104,4440,172.0,310.0,1,42.69230769230769,12.916666666666666,0,64798.56
2016,11,1,CRL,REU,94,4350,177.0,310.0,1,46.276595744680854,4.84375,0,66650.54
2016,11,1,CRL,GRO,86,3827,177.0,300.0,1,44.5,4.761904761904762,0,65175.402
2016,11,1,GRO,CRL,94,4100,173.0,400.0,1,43.61702127659574,12.903225806451612,0,64450.06
2016,11,1,NYO,BRE,83,3530,149.0,370.0,1,42.53012048192771,13.214285714285714,0,62797.035
2016,11,1,STN,OSI,118,4840,140.0,440.0,1,41.016949152542374,12.941176470588236,0,63359.25
2016,11,1,OSI,STN,148,6180,175.0,550.0,1,41.75675675675676,13.095238095238095,0,67083.65
2016,11,1,BGY,SXF,81,3670,171.0,300.0,1,45.30864197530864,13.043478260869565,0,66075.734
2016,11,1,GLA,SXF,106,4466,163.0,350.0,1,42.132075471698116,12.962962962962964,0,63731.324
2016,11,1,SXF,GLA,128,4910,111.0,280.0,1,38.359375,13.333333333333334,0,60273.492
2016,11,1,SXF,BGY,82,3450,169.0,60.0,1,42.073170731707314,12.0,0,63157.098
2016,11,1,DUB,MAN,39,1870,173.0,598.0,1,47.94871794871795,13.0,0,63854.82
2016,11,1,MAN,DUB,32,1880,150.0,230.0,1,58.75,12.777777777777779,0,62470.17
2016,11,1,DUB,GLA,46,2150,183.0,793.0,1,46.73913043478261,13.0,0,64108.883
2016,11,1,GLA,DUB,31,1734,166.0,130.0,1,55.935483870967744,13.0,0,62988.074
2016,11,1,BRU,DUB,82,3840,183.0,290.0,1,46.829268292682926,13.181818181818182,0,66857.734
2016,11,1,BRI,CRL,125,5492,183.0,520.0,1,43.936,13.0,0,67049.52
2016,11,1,CRL,BRI,114,5107,178.0,460.0,1,44.79824561403509,5.897435897435898,0,66398.82
2016,11,1,LPL,TFS,259,10800,174.0,1370.0,1,41.6988416988417,13.047619047619047,0,72115.01
2016,11,1,TFS,LPL,228,9212,184.0,770.0,1,40.40350877192982,13.05084745762712,0,69859.95
2016,11,1,HAM,OPO,168,7351,171.0,400.0,1,43.75595238095238,12.903225806451612,0,68959.09
2016,11,1,OPO,HAM,157,6780,180.0,410.0,1,43.18471337579618,12.8125,0,68432.58
2016,11,1,AGP,LPL,151,6510,186.0,1030.0,1,43.11258278145695,13.037974683544304,0,68186.54
2016,11,1,LPL,AGP,156,5980,82.0,230.0,1,38.333333333333336,12.777777777777779,0,61231.785
2016,11,1,ALC,MAN,147,6213,187.0,790.0,1,42.265306122448976,12.950819672131148,0,68147.086
2016,11,1,MAN,ALC,143,6100,168.0,750.0,1,42.65734265734266,9.146341463414634,0,67501.55
2016,11,1,SDR,SXF,132,5170,166.0,,1,39.166666666666664,,0,64627.39
2016,11,1,SXF,SDR,151,5850,153.0,310.0,1,38.741721854304636,12.916666666666666,0,64201.117
2016,11,1,BRE,TFS,291,12430,179.0,1280.0,1,42.7147766323024,12.929292929292929,0,73753.35
2016,11,1,TFS,BRE,262,9566,86.0,300.0,1,36.51145038167939,13.043478260869565,0,65779.4
2016,11,1,MAN,BCN,119,4907,180.0,,1,41.23529411764706,,0,67568.99
2016,11,1,BCN,MAN,123,5338,181.0,480.0,1,43.39837398373984,12.972972972972974,0,67390.16
2016,11,1,BRU,BCN,99,4320,184.0,250.0,1,43.63636363636363,12.5,0,66368.055
2016,11,1,BCN,BRU,101,4616,188.0,560.0,1,45.7029702970297,13.023255813953488,0,66910.305
2016,11,1,KRK,DUB,169,7551,180.0,360.0,1,44.680473372781066,12.857142857142858,0,68750.414
2016,11,1,DUB,KRK,131,5770,184.0,806.0,1,44.045801526717554,13.0,0,67375.25
2016,11,1,DUB,GLA,40,1830,177.0,845.0,1,45.75,13.0,0,63606.78
2016,11,1,GLA,DUB,38,1910,179.0,380.0,1,50.26315789473684,13.10344827586207,0,64222.14
2016,11,1,CCF,CRL,80,3490,123.0,420.0,1,43.625,13.125,0,60388.387
2016,11,1,BGY,CRL,68,2880,130.0,130.0,1,42.35294117647059,13.0,0,59862.36
2016,11,1,CRL,BGY,67,2770,175.0,100.0,1,41.343283582089555,2.1739130434782608,0,62535.664
2016,11,1,CRL,CCF,79,3660,181.0,470.0,1,46.32911392405063,5.802469135802469,0,65805.86
2016,11,1,STN,EGC,83,3760,177.0,550.0,1,45.30120481927711,12.790697674418604,0,65814.06
2016,11,1,EGC,STN,85,3543,162.0,370.0,1,41.68235294117647,13.214285714285714,0,63505.832
2016,11,1,SDR,STN,91,4040,180.0,170.0,1,44.395604395604394,13.076923076923077,0,65544.625
2016,11,1,STN,SDR,97,4530,159.0,120.0,1,46.70103092783505,13.333333333333334,0,64252.652
2016,11,1,DUB,BTS,132,6100,186.0,1300.0,1,46.21212121212121,13.0,0,67651.83
2016,11,1,DUB,MAN,34,1500,180.0,650.0,1,44.11764705882353,13.0,0,63967.703
2016,11,1,BTS,DUB,164,7343,173.0,700.0,1,44.77439024390244,12.962962962962964,0,68163.805
2016,11,1,MAN,DUB,31,1700,173.0,190.0,1,54.83870967741935,13.571428571428571,0,63970.82
2016,11,1,MAD,ACE,146,5986,165.0,560.0,1,41.0,13.023255813953488,0,65268.312
2016,11,1,ACE,MAD,126,5310,175.0,430.0,1,42.142857142857146,13.030303030303031,0,65950.38
2016,11,1,TUF,STN,69,2695,100.0,,1,39.05797101449275,,0,58866.52
2016,11,1,STN,PMF,95,4140,173.0,420.0,1,43.578947368421055,13.125,0,65455.508
2016,11,1,STN,TUF,56,2590,171.0,380.0,1,46.25,13.10344827586207,0,64616.15
2016,11,1,PMF,STN,114,4950,176.0,570.0,1,43.421052631578945,12.954545454545455,0,66630.39
2016,11,1,DUB,HHN,87,3830,169.0,936.0,1,44.02298850574713,13.0,0,64267.707
2016,11,1,HHN,DUB,104,4381,173.0,560.0,1,42.125,13.023255813953488,0,65334.594
2016,11,1,DUB,GLA,38,1630,176.0,598.0,1,42.89473684210526,13.0,0,63025.55
2016,11,1,GLA,DUB,40,1870,182.0,260.0,1,46.75,13.0,0,64156.117
2016,11,1,CGN,SXF,51,2490,148.0,170.0,1,48.8235294117647,13.076923076923077,0,63338.41
2016,11,1,CGN,SXF,51,2360,140.0,40.0,1,46.27450980392157,13.333333333333334,0,62387.24
2016,11,1,SXF,CGN,58,2579,170.0,70.0,1,44.46551724137931,14.0,0,63225.844
2016,11,1,SXF,CGN,55,2510,179.0,220.0,1,45.63636363636363,12.941176470588236,0,63956.836
2016,11,1,BCN,FUE,178,7050,181.0,820.0,1,39.60674157303371,13.015873015873016,0,68120.67
2016,11,1,FUE,BCN,158,6270,181.0,680.0,1,39.68354430379747,13.076923076923077,0,67795.11
2016,11,1,SXF,TFS,313,12980,179.0,1240.0,1,41.46964856230032,13.052631578947368,0,73403.51
2016,11,1,TFS,SXF,278,11160,158.0,1050.0,1,40.143884892086334,12.962962962962964,0,70307.22
2016,11,1,STN,PEG,113,4810,95.0,230.0,1,42.56637168141593,12.777777777777779,0,60789.387
2016,11,1,PEG,STN,136,5960,180.0,720.0,1,43.8235294117647,13.090909090909092,0,68236.234
2016,11,1,RBA,CIA,155,6385,173.0,,1,41.193548387096776,,0,67649.97
2016,11,1,CIA,RBA,161,6990,167.0,990.0,1,43.41614906832298,13.026315789473685,0,67628.0
2016,11,1,OPO,BRU,122,5010,179.0,370.0,1,41.0655737704918,13.214285714285714,0,65285.21
2016,11,1,OPO,LIS,47,1840,134.0,400.0,1,39.148936170212764,12.903225806451612,0,59645.414
2016,11,1,LIS,OPO,37,1540,142.0,90.0,1,41.62162162162162,,0,60216.703
2016,11,1,BRU,OPO,131,5506,181.0,298.0,1,42.030534351145036,14.19047619047619,0,67147.08
2016,11,1,TFN,MAD,145,5820,174.0,290.0,1,40.13793103448276,13.181818181818182,0,65850.914
2016,11,1,MAD,TFN,163,6300,156.0,600.0,1,38.65030674846626,13.043478260869565,0,64203.816
2016,11,1,CTA,PEG,65,3130,149.0,280.0,1,48.15384615384615,13.333333333333334,0,63054.137
2016,11,1,PEG,CTA,62,2630,156.0,120.0,1,42.41935483870968,13.333333333333334,0,62500.16
2016,11,1,CTA,FCO,58,2740,175.0,400.0,1,47.241379310344826,12.903225806451612,0,63364.15
2016,11,1,FCO,CTA,51,2540,171.0,290.0,1,49.80392156862745,13.181818181818182,0,64814.86
2016,11,1,BRI,HHN,113,4900,182.0,670.0,1,43.36283185840708,12.884615384615385,0,66188.0
2016,11,1,HHN,BRI,101,4490,176.0,350.0,1,44.45544554455446,12.962962962962964,0,65793.51
2016,11,1,VNO,HHN,129,5500,172.0,27.0,1,42.63565891472868,,0,65512.74
2016,11,1,HHN,VNO,110,4750,172.0,490.0,1,43.18181818181818,12.894736842105264,0,65405.188
2016,11,1,CRL,ALC,125,5415,186.0,,1,43.32,,0,67574.43
2016,11,1,ALC,CRL,129,5580,172.0,570.0,1,43.25581395348837,12.954545454545455,0,65954.57
2016,11,1,CRL,FSC,94,4150,179.0,1340.0,1,44.148936170212764,9.115646258503402,0,65723.07
2016,11,1,BVA,FSC,96,3730,85.0,440.0,1,38.854166666666664,12.941176470588236,0,56487.83
2016,11,1,FSC,BVA,105,4330,180.0,700.0,1,41.23809523809524,12.962962962962964,0,65666.516
2016,11,1,FSC,CRL,110,4420,184.0,530.0,1,40.18181818181818,12.926829268292684,0,65434.914
2016,11,1,STN,PIK,59,1990,,,1,33.728813559322035,,0,64656.38
2016,11,1,PIK,CGN,86,3500,187.0,,1,40.69767441860465,,0,65771.68
2016,11,1,AGP,BOH,128,5605,177.0,780.0,1,43.7890625,13.0,0,67028.69
2016,11,1,BOH,AGP,141,5633,133.0,590.0,1,39.95035460992908,13.11111111111111,0,64047.684
2016,11,1,CRL,TNG,156,6740,172.0,660.0,1,43.205128205128204,6.407766990291262,0,67669.24
2016,11,1,TNG,CRL,149,6280,176.0,,1,42.147651006711406,,0,67127.07
2016,11,1,ACE,LTN,227,9330,172.0,1090.0,1,41.10132158590309,12.976190476190476,0,70179.64
2016,11,1,LTN,ACE,234,9910,161.0,810.0,1,42.35042735042735,13.064516129032258,0,69644.12
2016,11,1,MAN,PMI,133,4436,18.0,80.0,1,33.35338345864662,13.333333333333334,0,61311.12
2016,11,1,PMI,MAN,153,6272,187.0,850.0,1,40.99346405228758,13.076923076923077,0,67923.83
2016,11,1,CUF,CAG,54,2480,182.0,260.0,1,45.925925925925924,13.0,0,64290.297
2016,11,1,CAG,BGY,73,2970,183.0,260.0,1,40.68493150684932,13.0,0,63856.375
2016,11,1,CAG,CUF,99,4130,187.0,180.0,1,41.717171717171716,12.857142857142858,0,64836.465
2016,11,1,BGY,CAG,68,2690,176.0,250.0,1,39.55882352941177,13.157894736842104,0,63335.426
2016,11,1,PMF,TPS,73,3298,178.0,230.0,1,45.178082191780824,13.529411764705882,0,63383.23
2016,11,1,BGY,TPS,79,3590,179.0,130.0,1,45.44303797468354,13.0,0,64110.516
2016,11,1,TPS,BGY,86,3670,179.0,420.0,1,42.674418604651166,13.125,0,64288.832
2016,11,1,TPS,PMF,77,3230,173.0,130.0,1,41.94805194805195,11.818181818181818,0,64322.23
2016,11,1,STN,SXF,79,3480,153.0,530.0,1,44.050632911392405,12.926829268292684,0,63802.555
2016,11,1,SXF,STN,100,4544,159.0,290.0,1,45.44,13.181818181818182,0,65579.234
2016,11,1,LTN,DUB,49,2600,179.0,700.0,1,53.06122448979592,12.962962962962964,0,65019.03
2016,11,1,LTN,RZE,115,5251,171.0,340.0,1,45.66086956521739,13.076923076923077,0,66714.59
2016,11,1,DUB,LTN,48,2380,183.0,1053.0,1,49.583333333333336,13.0,0,64385.355
2016,11,1,RZE,LTN,162,6911,181.0,430.0,1,42.660493827160494,13.030303030303031,0,67611.33
2016,11,1,WMI,ALC,191,7517,173.0,340.0,1,39.35602094240838,13.076923076923077,0,67901.79
2016,11,1,ALC,WMI,202,8390,183.0,420.0,1,41.53465346534654,13.125,0,69554.85
2016,11,1,SCQ,MAD,59,2500,171.0,340.0,1,42.3728813559322,13.076923076923077,0,62628.87
2016,11,1,MAD,SCQ,48,2290,159.0,120.0,1,47.708333333333336,13.333333333333334,0,61496.926
2016,11,1,PMI,SCQ,89,3837,176.0,220.0,1,43.1123595505618,12.941176470588236,0,64435.82
2016,11,1,SCQ,PMI,96,3990,177.0,220.0,1,41.5625,12.941176470588236,0,64233.316
2016,11,1,KIR,HHN,95,3950,172.0,780.0,1,41.578947368421055,13.0,0,64782.32
2016,11,1,HHN,KIR,113,4880,132.0,560.0,1,43.1858407079646,13.023255813953488,0,63407.773
2016,11,1,HHN,TSF,59,2510,124.0,260.0,1,42.54237288135593,13.0,0,60937.977
2016,11,1,TSF,HHN,66,2870,164.0,260.0,1,43.484848484848484,13.0,0,63161.19
2016,11,1,AGP,NCL,169,6910,172.0,620.0,1,40.887573964497044,12.916666666666666,0,67814.17
2016,11,1,NCL,AGP,174,6820,129.0,550.0,1,39.195402298850574,12.790697674418604,0,64750.36
2016,11,1,BCN,BVA,88,4320,186.0,220.0,1,49.09090909090909,12.941176470588236,0,67920.984
2016,11,1,MAH,BCN,37,1790,182.0,230.0,1,48.37837837837838,12.777777777777779,0,63061.6
2016,11,1,BVA,BCN,88,3920,176.0,290.0,1,44.54545454545455,13.181818181818182,0,65681.99
2016,11,1,BCN,MAH,33,1720,164.0,170.0,1,52.121212121212125,13.076923076923077,0,63455.355
2016,11,1,MAD,PMI,61,2740,165.0,160.0,1,44.91803278688525,13.333333333333334,0,61516.27
2016,11,1,PMI,SXF,141,6180,180.0,1200.0,1,43.829787234042556,13.043478260869565,0,67549.83
2016,11,1,SXF,PMI,138,5780,163.0,770.0,1,41.88405797101449,13.05084745762712,0,65328.0
2016,11,1,PMI,MAD,59,2740,186.0,290.0,1,46.440677966101696,13.181818181818182,0,64526.99
2016,11,1,PSR,BGY,47,2400,178.0,,1,51.06382978723404,,0,63542.35
2016,11,1,PSR,HHN,89,3900,167.0,,1,43.82022471910113,,0,64869.13
2016,11,1,HHN,PSR,83,3520,157.0,260.0,1,42.40963855421687,13.0,0,63312.316
2016,11,1,BGY,PSR,49,2400,173.0,120.0,1,48.97959183673469,13.333333333333334,0,63312.094
2016,11,1,STN,VRN,93,4240,170.0,340.0,1,45.59139784946237,13.076923076923077,0,66592.266
2016,11,1,VRN,STN,115,4930,177.0,643.0,1,42.869565217391305,14.28888888888889,0,66599.8
2016,11,1,BIQ,STN,91,3743,165.0,470.0,1,41.13186813186813,13.055555555555555,0,64014.957
2016,11,1,STN,BIQ,99,4200,163.0,390.0,1,42.42424242424242,13.0,0,63729.316
2016,11,1,BVA,MAD,103,4570,176.0,250.0,1,44.36893203883495,13.157894736842104,0,66900.22
2016,11,1,MAD,RBA,80,3570,165.0,720.0,1,44.625,13.090909090909092,0,64019.332
2016,11,1,RBA,BVA,152,6280,189.0,700.0,1,41.31578947368421,12.962962962962964,0,67924.9
2016,11,1,BLQ,CAG,62,2750,181.0,169.0,1,44.354838709677416,13.0,0,63938.184
2016,11,1,BLQ,PMO,70,3300,172.0,120.0,1,47.142857142857146,13.333333333333334,0,65161.77
2016,11,1,CAG,BLQ,66,2821,182.0,350.0,1,42.74242424242424,12.962962962962964,0,63854.41
2016,11,1,PMO,BLQ,71,3300,170.0,210.0,1,46.478873239436616,13.125,0,63392.965
2016,11,1,BRE,STN,75,3438,163.0,420.0,1,45.84,13.125,0,65055.25
2016,11,1,STN,BRE,54,2860,131.0,250.0,1,52.96296296296296,13.157894736842104,0,61474.586
2016,11,1,DUB,BHX,43,2020,169.0,377.0,1,46.97674418604651,13.0,0,62895.95
2016,11,1,BHX,DUB,39,2130,155.0,200.0,1,54.61538461538461,13.333333333333334,0,62462.83
2016,11,1,DUB,WMI,134,5440,184.0,897.0,1,40.59701492537314,13.0,0,66485.055
2016,11,1,WMI,DUB,176,7260,176.0,540.0,1,41.25,12.857142857142858,0,67647.98
2016,11,1,BHX,TFS,253,10960,179.0,850.0,1,43.3201581027668,13.076923076923077,0,72363.37
2016,11,1,TFS,BHX,226,9859,186.0,990.0,1,43.623893805309734,13.026315789473685,0,71872.04
2016,11,1,DUB,ACE,241,10110,185.0,1430.0,1,41.95020746887967,13.0,0,71547.086
2016,11,1,ACE,DUB,188,9134,167.0,,1,48.58510638297872,,0,70856.73
2016,11,1,EMA,ACE,235,9780,137.0,750.0,1,41.61702127659574,12.931034482758621,0,67809.4
2016,11,1,ACE,EMA,218,9582,175.0,1260.0,1,43.95412844036697,12.989690721649485,0,70879.12
2016,11,1,PMI,BHX,140,5830,182.0,870.0,1,41.642857142857146,12.985074626865671,0,66884.164
2016,11,1,BHX,PMI,120,4190,57.0,150.0,1,34.916666666666664,12.5,0,56160.89
2016,11,1,BHX,ALC,135,5590,157.0,570.0,1,41.407407407407405,13.255813953488373,0,65169.785
2016,11,1,ALC,BHX,139,5905,185.0,510.0,1,42.48201438848921,13.076923076923077,0,66687.61
2016,11,1,WMI,BRS,155,6150,181.0,310.0,1,39.67741935483871,12.916666666666666,0,67093.84
2016,11,1,BRS,WMI,113,4660,171.0,340.0,1,41.23893805309734,13.076923076923077,0,65699.05
2016,11,1,LPL,DUB,29,1494,122.0,80.0,1,51.51724137931034,13.333333333333334,0,60546.09
2016,11,1,LPL,DUB,32,3450,152.0,380.0,1,107.8125,13.10344827586207,0,64425.965
2016,11,1,DUB,LPL,29,1524,179.0,221.0,1,52.55172413793103,13.0,0,63128.902
2016,11,1,DUB,LPL,27,1537,175.0,754.0,1,56.925925925925924,13.0,0,63564.56
2016,11,1,STN,AGA,216,9546,173.0,910.0,1,44.19444444444444,13.0,0,70944.95
2016,11,1,AGA,STN,202,8100,127.0,780.0,1,40.0990099009901,13.0,0,65858.24
2016,11,1,PMI,BRS,127,5182,181.0,750.0,1,40.803149606299215,12.931034482758621,0,66199.98
2016,11,1,BRS,PMI,122,4040,39.0,160.0,1,33.114754098360656,13.333333333333334,0,54960.34
2016,11,1,VNO,DUB,189,7700,179.0,55.0,1,40.74074074074074,,0,68461.39
2016,11,1,DUB,VNO,154,6016,174.0,1053.0,1,39.064935064935064,13.0,0,66454.68
2016,11,1,CIA,BVA,104,4510,186.0,460.0,1,43.36538461538461,13.142857142857142,0,67031.53
2016,11,1,BVA,CIA,93,3922,147.0,290.0,1,42.17204301075269,13.181818181818182,0,65366.31
2016,11,1,CGN,SXF,52,2490,136.0,180.0,1,47.88461538461539,12.857142857142858,0,62211.67
2016,11,1,CGN,CIA,89,4040,168.0,330.0,1,45.39325842696629,13.2,0,65486.855
2016,11,1,CIA,CGN,103,4300,174.0,420.0,1,41.74757281553398,13.125,0,65581.18
2016,11,1,SXF,CGN,55,2400,169.0,180.0,1,43.63636363636363,12.857142857142858,0,63039.914
2016,11,1,PSA,SOF,94,4120,154.0,380.0,1,43.829787234042556,13.10344827586207,0,65014.945
2016,11,1,SOF,PSA,100,3990,152.0,210.0,1,39.9,13.125,0,62208.41
2016,11,1,CGN,SOF,118,5175,166.0,,1,43.855932203389834,,0,67769.68
2016,11,1,SOF,CGN,150,6180,176.0,270.0,1,41.2,12.857142857142858,0,66541.086
2016,11,1,BRU,BCN,99,4172,184.0,400.0,1,42.14141414141414,12.121212121212121,0,66153.86
2016,11,1,BCN,BLQ,81,3940,183.0,220.0,1,48.641975308641975,12.941176470588236,0,65694.555
2016,11,1,BLQ,BCN,77,3310,184.0,210.0,1,42.98701298701299,13.125,0,64838.523
2016,11,1,BCN,BRU,108,4630,177.0,120.0,1,42.870370370370374,13.333333333333334,0,65195.43
2016,11,1,TSF,BRU,80,3620,180.0,430.0,1,45.25,13.030303030303031,0,65153.297
2016,11,1,ALC,BRU,126,5740,186.0,380.0,1,45.55555555555556,13.10344827586207,0,67352.984
2016,11,1,BRU,ALC,121,5430,181.0,614.0,1,44.87603305785124,17.055555555555557,0,67873.805
2016,11,1,BRU,TSF,69,3380,177.0,160.0,1,48.98550724637681,13.333333333333334,0,67043.9
2016,11,1,ALC,STN,142,6180,183.0,440.0,1,43.521126760563384,12.941176470588236,0,68065.21
2016,11,1,STN,ALC,137,5792,176.0,330.0,1,42.277372262773724,13.2,0,67161.484
2016,11,1,PMI,LBA,143,5820,180.0,870.0,1,40.6993006993007,12.985074626865671,0,66451.734
2016,11,1,LBA,PMI,140,4410,18.0,90.0,1,31.5,12.857142857142858,0,62317.64
2016,11,1,PGF,STN,107,4699,173.0,510.0,1,43.91588785046729,13.076923076923077,0,65806.45
2016,11,1,STN,PGF,101,4420,121.0,,1,43.76237623762376,,0,64032.06
2016,11,1,DUB,ACE,235,9610,189.0,1430.0,1,40.8936170212766,13.0,0,71062.81
2016,11,1,ACE,DUB,216,8850,168.0,990.0,1,40.97222222222222,13.026315789473685,0,69335.37
2016,11,1,DUB,AGP,159,6700,179.0,923.0,1,42.138364779874216,13.0,0,68219.42
2016,11,1,AGP,DUB,158,6939,188.0,850.0,1,43.91772151898734,13.076923076923077,0,68930.72
2016,11,1,EMA,WRO,103,4220,167.0,770.0,1,40.970873786407765,13.05084745762712,0,65172.465
2016,11,1,WRO,EMA,128,5297,173.0,470.0,1,41.3828125,13.055555555555555,0,65671.88
2016,11,1,AGP,FKB,144,6254,177.0,1080.0,1,43.43055555555556,13.012048192771084,0,67361.09
2016,11,1,FKB,AGP,142,6040,163.0,860.0,1,42.53521126760563,13.030303030303031,0,67224.42
2016,11,1,MLA,BRU,161,6790,169.0,560.0,1,42.17391304347826,13.023255813953488,0,67017.72
2016,11,1,BRU,MLA,145,6408,177.0,630.0,1,44.19310344827586,13.695652173913043,0,67701.76
2016,11,1,GLA,AGP,176,7081,163.0,450.0,1,40.23295454545455,13.235294117647058,0,67027.83
2016,11,1,AGP,GLA,175,7490,183.0,560.0,1,42.8,13.023255813953488,0,69316.36
2016,11,1,MAD,BVA,91,4400,186.0,480.0,1,48.35164835164835,12.972972972972974,0,67089.57
2016,11,1,BVA,RBA,160,6916,162.0,910.0,1,43.225,13.0,0,67869.625
2016,11,1,RBA,MAD,68,3242,172.0,,1,47.6764705882353,,0,64458.64
2016,11,1,CRL,MRS,78,3280,177.0,440.0,1,42.05128205128205,5.641025641025641,0,63704.926
